province_id,city_name
21,KABUPATEN KATINGAN
21,KABUPATEN PULANG PISAU
21,KABUPATEN GUNUNG MAS
21,KABUPATEN BARITO TIMUR
21,KABUPATEN MURUNG RAYA
21,KOTA PALANGKA RAYA
22,KABUPATEN TANAH LAUT
22,KABUPATEN KOTA BARU
22,KABUPATEN BANJAR
22,KABUPATEN BARITO KUALA
22,KABUPATEN TAPIN
22,KABUPATEN HULU SUNGAI SELATAN
22,KABUPATEN HULU SUNGAI TENGAH
22,KABUPATEN HULU SUNGAI UTARA
22,KABUPATEN TABALONG
22,KABUPATEN TANAH BUMBU
22,KABUPATEN BALANGAN
22,KOTA BANJARMASIN
22,KOTA BANJAR BARU
23,KABUPATEN PASER
23,KABUPATEN KUTAI BARAT
23,KABUPATEN KUTAI KARTANEGARA
23,KABUPATEN KUTAI TIMUR
23,KABUPATEN BERAU
23,KABUPATEN PENAJAM PASER UTARA
23,KABUPATEN MAHAKAM HULU
23,KOTA BALIKPAPAN
23,KOTA SAMARINDA
23,KOTA BONTANG
24,KABUPATEN MALINAU
24,KABUPATEN BULUNGAN
24,KABUPATEN TANA TIDUNG
24,KABUPATEN NUNUKAN
24,KOTA TARAKAN
25,KABUPATEN BOLAANG MONGONDOW
25,KABUPATEN MINAHASA
25,KABUPATEN KEPULAUAN SANGIHE
25,KABUPATEN KEPULAUAN TALAUD
25,KABUPATEN MINAHASA SELATAN
25,KABUPATEN MINAHASA UTARA
25,KABUPATEN BOLAANG MONGONDOW UTARA
25,KABUPATEN SIAU TAGULANDANG BIARO
25,KABUPATEN MINAHASA TENGGARA
25,KABUPATEN BOLAANG MONGONDOW SELATAN
25,KABUPATEN BOLAANG MONGONDOW TIMUR
25,KOTA MANADO
25,KOTA BITUNG
25,KOTA TOMOHON
25,KOTA KOTAMOBAGU
26,KABUPATEN BANGGAI KEPULAUAN
26,KABUPATEN BANGGAI
26,KABUPATEN MOROWALI
26,KABUPATEN POSO
26,KABUPATEN DONGGALA
26,KABUPATEN TOLI-TOLI
26,KABUPATEN BUOL
26,KABUPATEN PARIGI MOUTONG
26,KABUPATEN TOJO UNA-UNA
26,KABUPATEN SIGI
26,KABUPATEN BANGGAI LAUT
26,KABUPATEN MOROWALI UTARA
26,KOTA PALU
27,KABUPATEN KEPULAUAN SELAYAR
27,KABUPATEN BULUKUMBA
27,KABUPATEN BANTAENG
27,KABUPATEN JENEPONTO
27,KABUPATEN TAKALAR
27,KABUPATEN GOWA
27,KABUPATEN SINJAI
27,KABUPATEN MAROS
27,KABUPATEN PANGKAJENE DAN KEPULAUAN
27,KABUPATEN BARRU
27,KABUPATEN BONE
27,KABUPATEN SOPPENG
27,KABUPATEN WAJO
27,KABUPATEN SIDENRENG RAPPANG
27,KABUPATEN PINRANG
27,KABUPATEN ENREKANG
27,KABUPATEN LUWU
27,KABUPATEN TANA TORAJA
27,KABUPATEN LUWU UTARA
27,KABUPATEN LUWU TIMUR
27,KABUPATEN TORAJA UTARA
27,KOTA MAKASSAR
27,KOTA PAREPARE
27,KOTA PALOPO
28,KABUPATEN BUTON
28,KABUPATEN MUNA
28,KABUPATEN KONAWE
28,KABUPATEN KOLAKA
28,KABUPATEN KONAWE SELATAN
28,KABUPATEN BOMBANA
28,KABUPATEN WAKATOBI
28,KABUPATEN KOLAKA UTARA
28,KABUPATEN BUTON UTARA
28,KABUPATEN KONAWE UTARA
28,KABUPATEN KOLAKA TIMUR
28,KABUPATEN KONAWE KEPULAUAN
28,KABUPATEN MUNA BARAT
28,KABUPATEN BUTON TENGAH
28,KABUPATEN BUTON SELATAN
28,KOTA KENDARI
28,KOTA BAUBAU
29,KABUPATEN BOALEMO
29,KABUPATEN GORONTALO
29,KABUPATEN POHUWATO
29,KABUPATEN BONE BOLANGO
29,KABUPATEN GORONTALO UTARA
29,KOTA GORONTALO
30,KABUPATEN MAJENE
30,KABUPATEN POLEWALI MANDAR
30,KABUPATEN MAMASA
30,KABUPATEN MAMUJU
30,KABUPATEN MAMUJU UTARA
30,KABUPATEN MAMUJU TENGAH
31,KABUPATEN MALUKU TENGGARA BARAT
31,KABUPATEN MALUKU TENGGARA
31,KABUPATEN MALUKU TENGAH
31,KABUPATEN BURU
31,KABUPATEN KEPULAUAN ARU
31,KABUPATEN SERAM BAGIAN BARAT
31,KABUPATEN SERAM BAGIAN TIMUR
31,KABUPATEN MALUKU BARAT DAYA
31,KABUPATEN BURU SELATAN
31,KOTA AMBON
31,KOTA TUAL
32,KABUPATEN HALMAHERA BARAT
32,KABUPATEN HALMAHERA TENGAH
32,KABUPATEN KEPULAUAN SULA
32,KABUPATEN HALMAHERA SELATAN
32,KABUPATEN HALMAHERA UTARA
32,KABUPATEN HALMAHERA TIMUR
32,KABUPATEN PULAU MOROTAI
32,KABUPATEN PULAU TALIABU
32,KOTA TERNATE
32,KOTA TIDORE KEPULAUAN
33,KABUPATEN FAKFAK
33,KABUPATEN KAIMANA
33,KABUPATEN TELUK WONDAMA
33,KABUPATEN TELUK BINTUNI
33,KABUPATEN MANOKWARI
33,KABUPATEN SORONG SELATAN
33,KABUPATEN SORONG
33,KABUPATEN RAJA AMPAT
33,KABUPATEN TAMBRAUW
33,KABUPATEN MAYBRAT
33,KABUPATEN MANOKWARI SELATAN
33,KABUPATEN PEGUNUNGAN ARFAK
33,KOTA SORONG
34,KABUPATEN MERAUKE
34,KABUPATEN JAYAWIJAYA
34,KABUPATEN JAYAPURA
34,KABUPATEN NABIRE
34,KABUPATEN KEPULAUAN YAPEN
34,KABUPATEN BIAK NUMFOR
34,KABUPATEN PANIAI
34,KABUPATEN PUNCAK JAYA
34,KABUPATEN MIMIKA
34,KABUPATEN BOVEN DIGOEL
34,KABUPATEN MAPPI
34,KABUPATEN ASMAT
34,KABUPATEN YAHUKIMO
34,KABUPATEN PEGUNUNGAN BINTANG
34,KABUPATEN TOLIKARA
34,KABUPATEN SARMI
34,KABUPATEN KEEROM
34,KABUPATEN WAROPEN
34,KABUPATEN SUPIORI
34,KABUPATEN MAMBERAMO RAYA
34,KABUPATEN NDUGA
34,KABUPATEN LANNY JAYA
34,KABUPATEN MAMBERAMO TENGAH
34,KABUPATEN YALIMO
34,KABUPATEN PUNCAK
34,KABUPATEN DOGIYAI
34,KABUPATEN INTAN JAYA
34,KABUPATEN DEIYAI
34,KOTA JAYAPURA
